id,model_type,citation,url,attribution,attribution_url,figure_num,figure_caption,figure_url,textmodel_snipped,textmodel_section_number,textmodel_section_name,textmodel_page_number,watershed_name,lat,lon,area_km2,num_spatial_zones,spatial_property,num_temporal_zones,temporal_property,vegetation_info,soil_info,geol_info,topo_info,three_d_info,uncertainty_info,other_info,num_store,store_list,store_id_list,num_flux,flux_list,flux_id_list,dummy_column,huc_watershed_id
23,Figure model,"Klaus J, McDonnell JJ, Jackson CR, Du E, Griffiths NA. 2015. Where does streamwater come from in low-relief forested watersheds? A dual-isotope approach. Hydrology and Earth System Sciences 19 (1): 125â€“135 DOI: 10.5194/hess-19-125-2015",https://doi.org/10.5194/hess-19-125-2015,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,8,"Conceptual model of baseï¬‚ow runoff generation and enrichment in heavy isotopes from rainfall to streamï¬‚ow. Key element is the disconnectivity between the hillslopes and the riparian-stream systems, which is likely sustained by precipitation and deeper groundwater",https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/888b8c6f5857489d93b1617a701142b2/data,N/A,N/A,N/A,N/A,"3 watersheds (R, C, B) in Upper Fourmile Branch, South Carolina, United States",33.270199,-81.634021,0.45,1,N,1,N,N,N,N,N,N,Unknown items identified,Focused on isotope enrichment processes,4,"Riparian aquifer storage, Channel storage, Groundwater storage, Soil water storage","Chan.Store.Rip, Chan.Store, Sub.GW.Store, Sub.Soil.Store",6,"Subsurface stormflow, Riparian transpiration, Soil surface evaporation, Connectivity between hillslopes and channel, Channel flow, Gaining stream","Sub.SSFlow, Surf.ET.Transp.Rip, Surf.ET.Evap.Soil, Sub.GWSW.Conn.Hill, Chan.Flow, Sub.GWSW.Gain",1,N/A
24,Figure model,"Koch K, Wenninger J, Uhlenbrook S, Bonell M. 2009. Joint interpretation of hydrological and geophysical data: electrical resistivity tomography results from a process hydrological research site in the Black Forest Mountains, Germany. Hydrological processes 23 (10): 1501â€“1513 DOI: 10.1002/hyp.7275",https://doi.org/10.1002/hyp.7275,Not open-access,https://doi.org/10.1002/hyp.7275,13,N/A,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Brugga experimental basin, Black Forest Mountains, Germany",47.936414,7.95185,40,1,N,1,N,Vegetation described,N,N,N,N,N,Arrows show direction of groundwater e.g. towards zones of higher conductivity,5,"Groundwater storage, Channel storage, Groundwater storage, Bedrock fracture storage, Groundwater storage","Sub.GW.Store, Chan.Store, Sub.GW.Store, Sub.GW.Store.Matrix, Sub.GW.Store",5,"Groundwater flow, Evapotranspiration, Channel flow, Groundwater flow, Springflow","Sub.GW.Flow, Surf.ET, Chan.Flow, Sub.GW.Flow, Sub.GW.Ret.Spr",1,N/A
25,Figure model,"Li L, DiBiase RA, Del Vecchio J, Marcon V, Hoagland B, Xiao D, Wayman C, Tang Q, He Y, Silverhart P, et al. 2018. The effect of lithology and agriculture at the Susquehanna Shale Hills Critical Zone Observatory. Vadose zone journal: VZJ 17 (1): 1â€“15 DOI: 10.2136/vzj2018.03.0063",https://doi.org/10.2136/vzj2018.03.0063,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,11 - top,Cross-section diagrams of Garner Run (top) and Cole Farm (bottom). Solid blue lines represent the regional groundwater table based on water level measurements. Dashed blue lines represent interflow pathways inferred from spring outcroppings and the depth at which the soil meets the fractured bedrock interface. Stratigraphy from Cole Farm well log data is featured to vertical scale. The stratigraphy for Garner Run in the vertical extent depicted is comprised primarily of the Tuscarora sandstone formation with <2 m of soil at the surface. The inferred extent of the valley fill at Garner Run is highlighted in gray,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/9e7d1c7fcb8c4bb2b2f458f4e12a174f/data,N/A,N/A,N/A,N/A,"Susquehanna Shale Hills CZO - Garner Run, United States",40.692454,-77.927731,1.34,2,Aspects,1,N,Forest described,N,Geology described,Scale bar shown,N,N,"Pictures of suface rocks shown, unsure of significance",4,"Soil water storage, Regional Groundwater storage, Channel storage, Perched water tables","Sub.Soil.Store, Sub.GW.Store.Region, Chan.Store, Sub.GW.Store.Perch",4,"Subsurface stormflow, Springflow, Vertical drainage to groundwater, Regional groundwater flow","Sub.SSFlow, Sub.GW.Ret.Spr, Sub.Soil.Drain, Sub.GW.Flow.Region",1,N/A
26,Figure model,"Li L, DiBiase RA, Del Vecchio J, Marcon V, Hoagland B, Xiao D, Wayman C, Tang Q, He Y, Silverhart P, et al. 2018. The effect of lithology and agriculture at the Susquehanna Shale Hills Critical Zone Observatory. Vadose zone journal: VZJ 17 (1): 1â€“15 DOI: 10.2136/vzj2018.03.0064",https://doi.org/10.2136/vzj2018.03.0063,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,11 - bottom,Cross-section diagrams of Garner Run (top) and Cole Farm (bottom). Solid blue lines represent the regional groundwater table based on water level measurements. Dashed blue lines represent interflow pathways inferred from spring outcroppings and the depth at which the soil meets the fractured bedrock interface. Stratigraphy from Cole Farm well log data is featured to vertical scale. The stratigraphy for Garner Run in the vertical extent depicted is comprised primarily of the Tuscarora sandstone formation with <2 m of soil at the surface. The inferred extent of the valley fill at Garner Run is highlighted in gray,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/9e7d1c7fcb8c4bb2b2f458f4e12a174f/data,N/A,N/A,N/A,N/A,"Susquehanna Shale Hills CZO - Cole Farm, United States",40.62994005,-77.94546604,0.65,1,N,1,N,Forest described,N,Geology described,Scale bar shown,N,N,N,4,"Perched water tables, Regional Groundwater storage, Channel storage, Lake storage","Sub.GW.Store.Perch, Sub.GW.Store.Region, Chan.Store, Surf.Water.Lake",4,"Springflow, Subsurface stormflow, Vertical drainage to groundwater, Regional groundwater flow","Sub.GW.Ret.Spr, Sub.SSFlow, Sub.Soil.Drain, Sub.GW.Flow.Region",1,N/A
27,Figure model,"Loritz R, Hassler SK, Jackisch C, Allroggen N, van Schaik L, WienhÃ¶fer J, Zehe E. 2017. Picturing and modeling catchments by representative hillslopes. Hydrology and Earth System Sciences 21 (2): 1225â€“1249 DOI: 10.5194/hess-21-1225-2017",https://doi.org/10.5194/hess-21-1225-2017,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,3a,Perceptual models of the (a) Colpach and (b) Wollefsbach and their translation into a representative hillslope model for CATFLOW. It is important to note that only small sections of the model hillslope are displayed (C Colpach; D Wollefsbach) and not the entire hillslope,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/5ced7d98c8b94f12bde151990377b213/data,N/A,N/A,N/A,N/A,"Colpach, Luxembourg",49.768451,5.819306,19.4,1,N,1,N,Vegetation described,N,N,N,N,N,Also shows translation into model structure,2,"Soil water storage, Bedrock hollows","Sub.Soil.Store, Sub.GW.Store.BedHol",1,Lateral macropore flow at soil-bedrock interface,Sub.SSFlow.Macro.Bedrk,1,N/A
28,Figure model,"Loritz R, Hassler SK, Jackisch C, Allroggen N, van Schaik L, WienhÃ¶fer J, Zehe E. 2017. Picturing and modeling catchments by representative hillslopes. Hydrology and Earth System Sciences 21 (2): 1225â€“1249 DOI: 10.5194/hess-21-1225-2017",https://doi.org/10.5194/hess-21-1225-2017,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,3b,Perceptual models of the (a) Colpach and (b) Wollefsbach and their translation into a representative hillslope model for CATFLOW. It is important to note that only small sections of the model hillslope are displayed (C Colpach; D Wollefsbach) and not the entire hillslope,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/5ced7d98c8b94f12bde151990377b213/data,N/A,N/A,N/A,N/A,"Wollefsbach, Luxembourg",49.764224,5.974399,4.5,1,N,1,N,Vegetation described,N,N,N,N,N,Also shows translation into model structure,1,Soil water storage,Sub.Soil.Store,2,"Vertical macropore flow, Tile drain flow","Sub.Soil.Macro, Human.Sub.SSFlow.Tile",1,N/A
29,Figure model,"Louw PGB de, de Louw PGB, van der Velde Y, van der Zee SEATM. 2011. Quantifying water and salt fluxes in a lowland polder catchment dominated by boil seepage: a probabilistic end-member mixing approach. Hydrology and Earth System Sciences 15 (7): 2101â€“2117 DOI: 10.5194/hess-15-2101-2011",https://doi.org/10.5194/hess-15-2101-2011,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,1,"The geohydrology and water and salt ï¬‚uxes in a lowland polder catchment area. Upward groundwater seepage from the upper aquifer can be divided into three different types according to De Louw et al. (2010): diffuse-, paleochannel-, and boil seepage",https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/b59a70ad3e77490f86cfa110c4817cc5/data,N/A,N/A,N/A,N/A,"Noordplas Polder, Netherlands",52.08853797,4.51423715,37,1,N,1,N,N,N,N,N,3D graphics,N,"Shows vertical scale, shows isolines of chloride for salinity",4,"Soil water storage, Groundwater storage, Channel storage, Groundwater storage","Sub.Soil.Store, Sub.GW.Store, Chan.Store, Sub.GW.Store",6,"Evapotranspiration, Exfiltration, Exfiltration, Pumped discharge, Exfiltration, Pumped discharge","Surf.ET, Sub.GW.Ret.Exf, Sub.GW.Ret.Exf, Human.Chan.Flow.Pumped, Sub.GW.Ret.Exf, Human.Chan.Flow.Pumped",1,N/A
30,Figure model,"Lovill, S. M., Hahm, W. J., & Dietrich, W. E. (2018). Drainage from the critical zone: Lithologic controls on the persistence and spatial extent of wetted channels during the summer dry season. Water Resources Research, 54(8), 5702â€“5726. https://doi.org/10.1029/2017wr021903",https://doi.org/10.1029/2017WR021903,Not open-access,https://doi.org/10.1029/2017WR021903,13,"Conceptual models of potential hillslope water storage and sustained base flow related to thickness of weathered bedrock zone during summer months. The red lines represent bedrock structure (such as bedding). In Model 1, groundwater stored in the weathered bedrock during the wet season flows downslope, emerges as springs, and enters the channel (represented by the sky-blue triangle at the base of the hillslope). The depth and structure of the weathered bedrock zone determines the volume of potential groundwater storage. In Model 2, the thin critical zone prevents significant groundwater storage and sustained base flow, consequently the channel is dry",https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Eel River CZO - Angelo, United States",39.7295997,-123.6439073,19.72,2,Soil or Geology,1,N,Forest described,N,N,N,N,N,Bedrock bedding planes shown,4,"Dynamic groundwater storage, Water Table, Groundwater storage, Soil water storage","Sub.GW.Store.Dynam, Sub.GW.Store.Wtable, Sub.GW.Store, Sub.Soil.Store",3,"Springflow, Groundwater flow, Channel flow","Sub.GW.Ret.Spr, Sub.GW.Flow, Chan.Flow",1,N/A
31,Figure model,"Lovill, S. M., Hahm, W. J., & Dietrich, W. E. (2018). Drainage from the critical zone: Lithologic controls on the persistence and spatial extent of wetted channels during the summer dry season. Water Resources Research, 54(8), 5702â€“5726. https://doi.org/10.1029/2017wr021903",https://doi.org/10.1029/2017WR021903,Not open-access,https://doi.org/10.1029/2017WR021903,13,"Conceptual models of potential hillslope water storage and sustained base flow related to thickness of weathered bedrock zone during summer months. The red lines represent bedrock structure (such as bedding). In Model 1, groundwater stored in the weathered bedrock during the wet season flows downslope, emerges as springs, and enters the channel (represented by the sky-blue triangle at the base of the hillslope). The depth and structure of the weathered bedrock zone determines the volume of potential groundwater storage. In Model 2, the thin critical zone prevents significant groundwater storage and sustained base flow, consequently the channel is dry",https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Eel River CZO - Sagehorn, United States",39.5754,-123.4642,21.1,2,Soil or Geology,1,N,Forest described,N,N,N,N,N,Bedrock bedding planes shown,4,"Soil water storage, Water Table, Dynamic groundwater storage, Groundwater storage","Sub.Soil.Store, Sub.GW.Store.Wtable, Sub.GW.Store.Dynam, Sub.GW.Store",3,"Groundwater flow, Channel flow, Springflow","Sub.GW.Flow, Chan.Flow, Sub.GW.Ret.Spr",1,N/A
32,Figure model,"McDonnell JJ. 1990. A rationale for old water discharge through macropores in a steep, humid catchment. Water resources research 26 (11): 2821â€“2832 DOI: 10.1029/wr026i011p02821",https://doi.org/10.1029/wr026i011p02821,Not open-access,https://doi.org/10.1029/wr026i011p02821,10,N/A,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Maimai M8 experimental catchment, New Zealand",-42.0834508,171.7976594,0.038,1,N,1,N,N,N,N,N,3D graphics,N,Shows locations of new and old water,4,"Perched water tables, Soil water storage, Soil saturation, Organic Layer","Sub.GW.Store.Perch, Sub.Soil.Store, Sub.Soil.Store.Satur, Sub.Soil.Store.Organ",3,"Lateral matrix flow, Vertical macropore flow, Lateral macropore flow at soil-bedrock interface","Sub.SSFlow.Matrix, Sub.Soil.Macro, Sub.SSFlow.Macro.Bedrk",1,N/A
33,Figure model,"McGlynn, B.L., McDonnel, J.J., Brammer, D.D., 2002. A review of the evolving perceptual model of hillslope flowpaths at the Maimai catchments, New Zealand. J. Hydrol. 257, 1â€“26.",https://doi.org/10.1016/s0022-1694(01)00559-5,Not open-access,https://doi.org/10.1016/s0022-1694(01)00559-5,4d,N/A,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Maimai catchments, New Zealand",-42.08251362,171.7824286,0.0826,1,N,1,N,N,N,N,N,N,N,Soil property (organic/mineral),5,"Organic Layer, Soil water storage, Bedrock hollows, Channel storage, Water Table","Sub.Soil.Store.Organ, Sub.Soil.Store, Sub.GW.Store.BedHol, Chan.Store, Sub.GW.Store.Wtable",4,"Lateral macropore flow at soil-bedrock interface, Lateral matrix flow at soil horizons, Infiltration, Mixing","Sub.SSFlow.Macro.Bedrk, Sub.SSFlow.Matrix.Horiz, Surf.Inf.Inf, Sub.Soil.Mix",1,N/A
34,Figure model,"McMillan, H.K., Clark, M.P., Bowden, W.B., Duncan, M., Woods, R.A., 2011. Hydrological field data from a modellerâ€™s perspective: Part 1. Diagnostic tests for model structure. Hydrol. Process. 25, 511â€“522. ",https://doi.org/10.1002/hyp.7841,Not open-access,https://doi.org/10.1002/hyp.7841,2,N/A,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Mahurangi catchments, New Zealand",-36.405485,174.6529354,46.65,1,N,1,N,N,N,N,N,N,N,"?Should precipitation, evaporation count as fluxes?",3,"Groundwater storage, Soil water storage, Soil water storage","Sub.GW.Store, Sub.Soil.Store, Sub.Soil.Store",5,"Groundwater flow, Vertical drainage to groundwater, Evapotranspiration, Groundwater flow, SE flow from riparian zone","Sub.GW.Flow, Sub.Soil.Drain, Surf.ET, Sub.GW.Flow, Surf.Over.SE.Rip",1,N/A
35,Figure model,"Meerveld, HJ van, BMC Fischer, Michael Rinderer, Manfred StÃ¤hli, and Jan Seibert, 2018. â€œRunoff Generation in a Pre-Alpine Catchment: A Discussion between a Tracer and a Shallow Groundwater Hydrologist.â€ Cuadernos de InvestigaciÃ³n GeogrÃ¡fica 44, no. 2 (2018): 429â€“52.",https://publicaciones.unirioja.es/ojs/index.php/cig/article/viewFile/3349/3083,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,10,"Conceptual model of hydrological processes in the Alptal catchments during baseflow conditions (a) and rainfall events (b). A plan view cross section is given in the top row, while the bottom row depicts a transect along the main slope of the catchment; the inserts show the near surface processes in more detail. The letters and number refer to different processes and phenomena that are described in the text",https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/dfc07c8e5b704fdeb2189ec5fb408b00/data,N/A,N/A,N/A,N/A,"Alptal watershed, Switzerland",47.046106,8.707209,5.2,1,N,2,Event,Forest described,N,N,N,Plan view + cross section,N,Lots of information in text but very hard to match to unlabelled arrows in diagram,7,"Channel extension, Soil water storage, Channel storage, Depression storage, Soil saturation, Soil water storage, Riparian aquifer storage","Chan.Extend, Sub.Soil.Store, Chan.Store, Surf.Water.Depr, Sub.Soil.Store.Satur, Sub.Soil.Store, Chan.Store.Rip",8,"Lateral macropore flow, Springflow, Saturation excess flow, IE flow from impermeable areas, Connectivity between hillslopes and channel, Gaining stream, Reinfiltration, Intermittent streamflow","Sub.SSFlow.Macro, Sub.GW.Ret.Spr, Surf.Over.SE, Surf.Over.IE.Imp, Sub.GWSW.Conn.Hill, Sub.GWSW.Gain, Surf.Inf.Inf.Reinf, Chan.Flow.Interm",1,N/A
36,Figure model,"Mohammed, Aaron A, Edwin E Cey, Masaki Hayashi, and Michael V Callaghan, 2021. â€œSimulating Preferential Flow and Snowmelt Partitioning in Seasonally Frozen Hillslopes.â€ Hydrological Processes 35, no. 8 (2021): e14277.",https://doi.org/10.1002/hyp.14277,Not open-access,https://doi.org/10.1002/hyp.14277,4,N/A,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Triple G, Spyhill, and Stauffer Catchments, Northern Prairie Region, Canada",51.4225976,-112.6184955,-9999,1,N,4,Season with snow,N,N,N,N,N,N,"Shading used to show saturation level of soil, location of infiltration/recharge under depression shown by location of arrows",6,"Soil water storage, Seasonal soil freeze/thaw, Groundwater storage, Depression storage, Seasonal soil freeze/thaw, Water table rise","Sub.Soil.Store, Surf.Frozen.FrzThw, Sub.GW.Store, Surf.Water.Depr, Surf.Frozen.FrzThw, Sub.GW.Store.Rise",5,"Subsurface stormflow, Snowmelt, Vertical drainage to groundwater, IE flow from frozen ground, Infiltration","Sub.SSFlow, Surf.Snow.Melt, Sub.Soil.Drain, Surf.Over.IE.Frozen, Surf.Inf.Inf",1,N/A
37,Figure model,"Mosquera, Giovanny M, Rolando CÃ©lleri, Patricio X Lazo, Kellie B VachÃ©, Steven S Perakis, and Patricio Crespo, 2016. â€œCombined Use of Isotopic and Hydrometric Data to Conceptualize Ecohydrological Processes in a High-Elevation Tropical Ecosystem.â€ Hydrological Processes 30, no. 17 (2016): 2930â€“47.",https://doi.org/10.1002/hyp.10927,Not open-access,https://doi.org/10.1002/hyp.10927,9,N/A,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Zhurucay River Ecohydrological Observatory, Andean cordillera, Ecuador",-3.091128,-79.234854,7.53,1,N,2,Rainfall intensity,N,Soil types described,N,N,N,N,Shows different rainfall rates over time,3,"Organic Layer, Soil water storage, Soil water storage","Sub.Soil.Store.Organ, Sub.Soil.Store, Sub.Soil.Store",3,"Riparian Groundwater Flow, Displacement of groundwater, Organic layer interflow","Sub.GW.Flow.Rip, Sub.GW.Disp, Sub.SSFlow.Organ",1,N/A
